name,make,model,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain
2024 RAM 3500 Tradesman,RAM,3500,2024,58950,24V DDI OHV Turbo Diesel,6,Diesel,12,6-Speed Automatic,Tradesman,Pickup Truck,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,32751,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,51,7-Speed DSG Automatic with Tiptronic,1.5T SE,SUV,4,Deep Black Pearl,,All-wheel Drive
2023 Dodge Charger SXT,Dodge,Charger,2023,41890,24V MPFI DOHC,6,Gasoline,18,8-Speed Automatic,SXT,Sedan,4,Silver,Black,All-wheel Drive
2024 Jeep Compass Trailhawk,Jeep,Compass,2024,38000,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,10,Automatic,Trailhawk,SUV,4,Bright White Clearcoat,Ruby Red/Black,Four-wheel Drive
2023 Ford Transit-350 Base,Ford,Transit-350,2023,57000,24V GDI DOHC Twin Turbo,6,Gasoline,5581,10-Speed Automatic,Base,Cargo Van,3,White,Gray,Rear-wheel Drive
2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,2024,48201,OHV,6,Gasoline,10,8-Speed Automatic,Laredo,SUV,4,Silver Zynith,Global Black,Four-wheel Drive
2024 Audi Q5 e 55 Premium Plus,Audi,Q5 e,2024,73360,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,12,7-Speed Automatic S tronic,55 Premium Plus,SUV,4,Glacier White,Black,All-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,47340,16V MPFI OHV,8,Gasoline,33,8-Speed Automatic,Pursuit,SUV,4,DB Black Crystal Clearcoat,Black,All-wheel Drive
2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,RAM,3500,2024,64111,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6,Diesel,6,Automatic,Tradesman Crew Cab 4x4 8&#39; Box,Pickup Truck,4,Black,Black Interior Color,Four-wheel Drive
2024 Kia Sorento LX,Kia,Sorento,2024,33590,16V PDI DOHC,4,Gasoline,12,8-Speed Automatic,LX,SUV,4,Ebony Black,Black,Front-wheel Drive
2024 INFINITI QX50 LUXE,INFINITI,QX50,2024,46855,"o 2L I-4 port/direct injection, DOHC, variable valve cont",4,Gasoline,11,Variable,LUXE,SUV,4,Radiant White,Pebble Gray,Front-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,58779,OHV,6,Gasoline,10,8-Speed Automatic,Limited,SUV,4,Diamond Black,Global Black,Four-wheel Drive
2024 Ford Edge Titanium,Ford,Edge,2024,45995,"t 2L I-4 gasoline direct injection, DOHC, variable valve",4,Gasoline,4723,8-Speed Automatic,Titanium,SUV,4,Agate Black Metallic,Ebony,All-wheel Drive
2024 Jeep Wagoneer Series II,Jeep,Wagoneer,2024,73999,,6,Gasoline,59,8-Speed Automatic,Series II,SUV,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Nissan Pathfinder SL 4WD,Nissan,Pathfinder,2024,42155,"6 gasoline direct injection, DOHC, variable valve control",6,Gasoline,6,Automatic,SL 4WD,SUV,4,Deep Ocean Blue Pearl,Charcoal,Four-wheel Drive
2023 Ford Transit-350 ,Ford,Transit-350,2023,54525,24V GDI DOHC Twin Turbo,6,Gasoline,0,10-Speed Automatic,,Cargo Van,3,Oxford White,Dark Palazzo Gray,Rear-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,47030,OHV,6,Gasoline,5,8-Speed Automatic,Laredo,SUV,4,Silver Zynith,Global Black,Four-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,42425,OHV,6,Gasoline,5,8-Speed Automatic,Laredo,SUV,4,Silver Zynith,Black,Four-wheel Drive
2024 Dodge Hornet GT Plus,Dodge,Hornet,2024,42436,16V GDI DOHC Turbo,4,Gasoline,18,9-Speed Automatic,GT Plus,SUV,4,Gray,Black,All-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,56015,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,8,Automatic,Limited,SUV,4,Baltic Gray Metallic Clearcoat,Wicker Beige/Global Black,Four-wheel Drive
2024 Acura MDX Base,Acura,MDX,2024,52350,24V GDI SOHC,6,Gasoline,16,10-Speed Automatic,Base,SUV,4,Silver,,All-wheel Drive
2024 Honda HR-V LX,Honda,HR-V,2024,25950,"gasoline direct injection, DOHC, i-VTEC variable valve co",4,Gasoline,14,Automatic,LX,SUV,4,Modern Steel Metallic,Nh-797m/Black,Front-wheel Drive
2024 Honda Passport TrailSport,Honda,Passport,2024,46350,24V GDI SOHC,6,Gasoline,0,9-Speed Automatic,TrailSport,SUV,4,Sky,Black,All-wheel Drive
2024 Honda HR-V LX,Honda,HR-V,2024,27450,"gasoline direct injection, DOHC, i-VTEC variable valve co",4,Gasoline,5,Automatic,LX,SUV,4,Deep Ocean Pearl,Nh-731p/Black,All-wheel Drive
2024 Kia Sportage EX,Kia,Sportage,2024,33375,16V PDI DOHC,4,Gasoline,148,8-Speed Automatic,EX,SUV,4,Ebony Black,Gray,All-wheel Drive
2024 Kia Sportage X-Pro Prestige,Kia,Sportage,2024,39935,16V PDI DOHC,4,Gasoline,12,8-Speed Automatic,X-Pro Prestige,SUV,4,Glacier White Pearl,Black,All-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,35435,16V PDI DOHC,4,Gasoline,16,8-Speed Automatic,X-Line,SUV,4,Gravity Gray,,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,56119,16V GDI DOHC Turbo Hybrid,4,Hybrid,20,8-Speed Automatic,Base,SUV,4,Midnight Sky,Global Black,Four-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,36810,16V GDI DOHC Turbo,4,Gasoline,15,9-Speed Automatic,GT,SUV,4,Gray,Black,All-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,35585,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4,Gasoline,0,Automatic,GT AWD,SUV,4,Blue Steele,Black,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T NIGHT,Hyundai,Santa Cruz,2024,40375,16V PDI DOHC Turbo,4,Gasoline,1,8-Speed Automatic with Auto-Shift,2.5T NIGHT,Pickup Truck,4,Hampton Gray,Black,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,35835,16V GDI DOHC Turbo,4,Gasoline,14,8-Speed Automatic,Latitude,SUV,4,White,,Four-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,41720,16V GDI DOHC Turbo Hybrid,4,Hybrid,10,6-Speed Automatic,Limited,SUV,4,Amazon Gray,Gray,All-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,41720,16V GDI DOHC Turbo Hybrid,4,Hybrid,10,6-Speed Automatic,Limited,SUV,4,Deep Sea,Gray,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,62255,16V GDI DOHC Turbo Hybrid,4,Hybrid,26,8-Speed Automatic,Base,SUV,4,Midnight Sky,Global Black,Four-wheel Drive
2024 Audi A5 Sportback S line Premium Plus,Audi,A5 Sportback,2024,57835,16V GDI DOHC Turbo,4,Gasoline,12,7-Speed Automatic with Auto-Shift,S line Premium Plus,Hatchback,4,Mythos Black Metallic,Okapi Brown,All-wheel Drive
2024 Jeep Grand Wagoneer Series III,Jeep,Grand Wagoneer,2024,108537,24V GDI DOHC Twin Turbo,6,Gasoline,4501,8-Speed Automatic,Series III,SUV,4,Bright White Clearcoat,Tupelo,Four-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,63609,24V DDI OHV Turbo Diesel,6,Diesel,13,Automatic,Tradesman,Pickup Truck,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Ford Transit-250 Base,Ford,Transit-250,2024,64025,"6 port/direct injection, DOHC, variable valve control, re",6,Gasoline,0,Automatic,Base,Cargo Van,3,Oxford White,Dk Palazzo Gry Clth Front,All-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,86420,24V DDI OHV Turbo Diesel,6,Diesel,10,Automatic,Laramie,Pickup Truck,4,Pearl White,Black,Four-wheel Drive
2024 RAM 2500 Big Horn,RAM,2500,2024,77525,16V MPFI OHV,8,Gasoline,0,8-Speed Automatic,Big Horn,Pickup Truck,4,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,36195,16V GDI DOHC Turbo,4,Gasoline,5,9-Speed Automatic,GT,SUV,4,Blue Steel,Black,All-wheel Drive
2024 Chevrolet Silverado 1500 WT,Chevrolet,Silverado 1500,2024,43475,16V GDI DOHC Turbo,4,Gasoline,2,Automatic,WT,Pickup Truck,4,Black,Jet Black,Four-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,35040,16V PDI DOHC,4,Gasoline,1,8-Speed Automatic,X-Line,SUV,4,Black,Black,All-wheel Drive
2024 Jeep Wagoneer Base,Jeep,Wagoneer,2024,64434,rbo Regular Unleaded I-6 3.0 L/183,6,Gasoline,20,Automatic,Base,SUV,4,Diamond Black Crystal Pearlcoat,Black,Four-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,67422,24V DDI OHV Turbo Diesel,6,Diesel,27,6-Speed Automatic,Big Horn,Pickup Truck,4,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,61179,16V GDI DOHC Turbo Hybrid,4,Hybrid,26,8-Speed Automatic,Base,SUV,4,Velvet Red Pearlcoat,Global Black,Four-wheel Drive
2023 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,2023,67650,16V GDI DOHC Turbo Hybrid,4,Hybrid,555,8-Speed Automatic,Trailhawk,SUV,4,Midnight Sky,Global Black,Four-wheel Drive
2024 Mercedes-Benz Sprinter 2500 144 WB Standard Roof Crew,Mercedes-Benz,Sprinter 2500,2024,61276,16V DDI DOHC Turbo Diesel,4,Diesel,10,9-Speed Automatic,144 WB Standard Roof Crew,Cargo Van,3,Arctic White,Black,Rear-wheel Drive
2024 BMW X7 xDrive40i,BMW,X7,2024,94895,24V GDI DOHC Turbo,6,Gasoline,1946,8-Speed Automatic,xDrive40i,SUV,4,Tanzanite Blue II Metallic,Silverstone,All-wheel Drive
2024 Kia Seltos SX,Kia,Seltos,2024,31490,16V GDI DOHC Turbo,4,Gasoline,350,8-Speed Automatic,SX,SUV,4,Gravity Gray,,All-wheel Drive
2024 Ford Expedition XLT,Ford,Expedition,2024,70115,24V PDI DOHC Twin Turbo,6,Gasoline,8,10-Speed Automatic,XLT,SUV,4,Black,Black Onyx,Four-wheel Drive
2024 Jeep Wagoneer L Series II,Jeep,Wagoneer L,2024,77522,24V GDI DOHC Twin Turbo,6,Gasoline,10,8-Speed Automatic,Series II,SUV,4,Diamond Black,Black,Four-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,24105,16V MPFI DOHC,4,Gasoline,12,Automatic CVT,SR,SUV,4,Electric Blue Metallic,Charcoal,Front-wheel Drive
2024 Buick Envista Sport Touring,Buick,Envista,2024,28000,12V GDI DOHC Turbo,3,Gasoline,5,6-Speed Automatic,Sport Touring,SUV,4,Sunrise Red Metallic,Ebony,Front-wheel Drive
2024 Kia Sportage SX,Kia,Sportage,2024,33390,16V PDI DOHC,4,Gasoline,10,8-Speed Automatic,SX,SUV,4,Ebony Black,Black,Front-wheel Drive
2024 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,2024,60884,16V GDI DOHC Turbo Hybrid,4,Hybrid,2,8-Speed Automatic,Trailhawk,SUV,4,Midnight Sky,Global Black,Four-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,40880,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4,Gasoline,24,Automatic,GT AWD,SUV,4,Acapulco Gold,Black,All-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,39555,16V GDI DOHC Turbo,4,Gasoline,1,9-Speed Automatic,GT,SUV,4,HOT TAMALE,,All-wheel Drive
2024 Ford Bronco Sport Free Wheeling,Ford,Bronco Sport,2024,35077,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3,Gasoline,14,Automatic,Free Wheeling,SUV,4,Shadow Black,Ebony,Four-wheel Drive
2024 Cadillac XT5 Luxury,Cadillac,XT5,2024,47290,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,3,Automatic,Luxury,SUV,4,Argent Silver Metallic,Jet Black,All-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,44759,24V MPFI DOHC,6,Gasoline,6,8-Speed Automatic,Limited,SUV,4,Bright White Clearcoat,Global Black,Four-wheel Drive
2024 Mercedes-Benz GLA 250 Base 4MATIC,Mercedes-Benz,GLA 250,2024,53710,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,8,8 Speed Dual Clutch,Base 4MATIC,SUV,4,White,,All-wheel Drive
2024 Ford Expedition King Ranch,Ford,Expedition,2024,86490,24V PDI DOHC Twin Turbo,6,Gasoline,6,10-Speed Automatic,King Ranch,SUV,4,Black,Java,Four-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,84701,oled Turbo Diesel I-6 6.7 L/408,6,Diesel,15,Automatic,Laramie,Pickup Truck,4,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive
2024 BMW X7 xDrive40i,BMW,X7,2024,88695,24V GDI DOHC Turbo,6,Gasoline,9,8-Speed Automatic,xDrive40i,SUV,4,Sparkling,Black,All-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,33573,16V PDI DOHC,4,Gasoline,10,8-Speed Automatic,X-Line,SUV,4,Gravity Gray,Black,All-wheel Drive
2024 Mercedes-Benz Sprinter 2500 144 WB Standard Roof Passenger,Mercedes-Benz,Sprinter 2500,2024,69017,16V DDI DOHC Turbo Diesel,4,Diesel,10,9-Speed Automatic,144 WB Standard Roof Passenger,Passenger Van,3,Jet Black,Black,Rear-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,60925,24V DDI OHV Turbo Diesel,6,Diesel,10,Automatic,Tradesman,Pickup Truck,4,Delmonico Red Pearlcoat,Black,Four-wheel Drive
2024 Kia Telluride SX X-Pro,Kia,Telluride,2024,51965,"II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",6,Gasoline,8,Automatic,SX X-Pro,SUV,4,Gray,Black,All-wheel Drive
2024 Jeep Wagoneer L Base,Jeep,Wagoneer L,2024,74366,24V GDI DOHC Twin Turbo,6,Gasoline,4,8-Speed Automatic,Base,SUV,4,Diamond Black,Global Black,Four-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,63670,oled Turbo Diesel I-6 6.7 L/408,6,Diesel,22,Automatic,Tradesman,Pickup Truck,4,Flame Red Clearcoat,Diesel Gray/Black,Four-wheel Drive
2024 Ford Bronco Sport Big Bend,Ford,Bronco Sport,2024,35010,12V PDI DOHC Turbo,3,Gasoline,10,8-Speed Automatic,Big Bend,SUV,4,Hot Pepper Red Metallic Tinted Clearcoat,Ebony,Four-wheel Drive
2024 Mazda CX-90 3.3 Turbo Premium Plus,Mazda,CX-90,2024,49900,24V GDI DOHC Turbo,6,Gasoline,0,8-Speed Automatic,3.3 Turbo Premium Plus,SUV,4,Machine Gray Metallic,Black,All-wheel Drive
2024 Mercedes-Benz GLE 450 4MATIC,Mercedes-Benz,GLE 450,2024,75925,24V GDI DOHC Turbo,6,Gasoline,7,9-Speed Automatic,4MATIC,SUV,4,Polar White,Black,All-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,93303,oled Turbo Diesel I-6 6.7 L/408,6,Diesel,10,Automatic,Laramie,Pickup Truck,4,Granite Crystal Metallic Clearcoat,Black,Four-wheel Drive
2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,2024,58049,DOHC 16V LEV3-SULEV30,4,PHEV Hybrid Fuel,4,Automatic,Premium Plus,SUV,4,Platinum,Black,All-wheel Drive
2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,2024,49260,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,10,Automatic,Altitude,SUV,4,Bright White Clearcoat,Global Black,Four-wheel Drive
2024 Ford Transit-150 Base,Ford,Transit-150,2024,52640,24V PDI DOHC Flexible Fuel,6,E85 Flex Fuel,6,10-Speed Automatic,Base,Cargo Van,3,Oxford White,Gray,Rear-wheel Drive
2024 Kia Sportage SX-Prestige,Kia,Sportage,2024,38040,16V PDI DOHC,4,Gasoline,1,8-Speed Automatic,SX-Prestige,SUV,4,Black,Black,All-wheel Drive
2024 Hyundai Kona Limited,Hyundai,Kona,2024,32491,16V GDI DOHC Turbo,4,Gasoline,10,8-Speed Automatic,Limited,SUV,4,Abyss Black Pearl,Black,Front-wheel Drive
2024 Mercedes-Benz GLA 250 Base 4MATIC,Mercedes-Benz,GLA 250,2024,51725,16V GDI DOHC Turbo,4,Gasoline,7,8-Speed Automatic with Auto-Shift,Base 4MATIC,SUV,4,Midnight Black,Black,All-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,58720,24V DDI DOHC Turbo Diesel,6,Diesel,0,Automatic,LT,Pickup Truck,4,Sterling Gray Metallic,Jet Black,Four-wheel Drive
2024 Kia Sportage SX,Kia,Sportage,2024,32995,16V PDI DOHC,4,Gasoline,10,8-Speed Automatic,SX,SUV,4,Ebony Black,Black,Front-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,47340,16V MPFI OHV,8,Gasoline,14,8-Speed Automatic,Pursuit,SUV,4,DB Black Crystal Clearcoat,Black,All-wheel Drive
2024 Mazda CX-90 3.3 Turbo S Premium,Mazda,CX-90,2024,54800,24V GDI DOHC Turbo,6,Gasoline,0,8-Speed Automatic,3.3 Turbo S Premium,SUV,4,Rhodium White Metallic,White,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,49285,"gasoline direct injection, DOHC, intercooled turbo, premi",4,Gasoline,15,8-Speed Automatic,Base,SUV,4,Bright White Clearcoat,Global Black,Four-wheel Drive
2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,2024,49895,"4 gasoline direct injection, DOHC, Multiair variable valv",4,Gasoline,0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,4,Gray Cray,Black,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28860,16V GDI DOHC Turbo,4,Gasoline,11,8-Speed Automatic,Latitude,SUV,4,Hydro Blue Pearlcoat,Black,Four-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,63440,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,8-Speed Automatic,Base,SUV,4,Midnight Sky,Global Black,Four-wheel Drive
2024 Dodge Durango R/T,Dodge,Durango,2024,57486,16V MPFI OHV,8,Gasoline,10,8-Speed Automatic,R/T,SUV,4,Destroyer Gray Clearcoat,Black,All-wheel Drive
2024 Dodge Hornet R/T,Dodge,Hornet,2024,40085,16V GDI DOHC Turbo Hybrid,4,Hybrid,16,6-Speed Automatic,R/T,SUV,4,Blue,Black,All-wheel Drive
2024 Volvo S60 Recharge Plug-In Hybrid T8 Plus Dark Theme,Volvo,S60 Recharge Plug-In Hybrid,2024,57545,16V GDI DOHC Turbo Hybrid,4,Hybrid,3,8-Speed Automatic,T8 Plus Dark Theme,Sedan,4,Onyx Black Metallic,Charcoal,All-wheel Drive
2024 Ford Transit-350 Base,Ford,Transit-350,2024,74391,"6 port/direct injection, DOHC, variable valve control, re",6,Gasoline,85,Automatic,Base,Cargo Van,3,Oxford White,gray,All-wheel Drive
2023 Kia Sorento EX,Kia,Sorento,2023,44876,"4 port/direct injection, DOHC, variable valve control, in",4,Gasoline,16,Automatic,EX,SUV,4,Ebony Black,Black,All-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,64965,oled Turbo Diesel I-6 6.7 L/408,6,Diesel,16,Automatic,Tradesman,Pickup Truck,4,Granite Crystal Metallic Clearcoat,Diesel Gray/Black,Four-wheel Drive
2024 Ford Escape Platinum,Ford,Escape,2024,38481,16V MPFI DOHC Hybrid,4,Hybrid,10,Automatic,Platinum,SUV,4,Agate Black Metallic,Ebony,All-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,77085,oled Turbo Diesel I-6 6.7 L/408,6,Diesel,16,Automatic,Laramie,Pickup Truck,4,Pearl White,Black,Four-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,58825,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4,Gasoline,5,8-Speed Automatic,Base,SUV,4,Deep Crystal Blue Mica,White,All-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,26335,16V MPFI DOHC,4,Gasoline,12,Automatic CVT,SR,SUV,4,Boulder Gray Metallic,Charcoal,Front-wheel Drive
2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,2024,49720,"4 gasoline direct injection, DOHC, Multiair variable valv",4,Gasoline,0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,4,Acapulco Gold,Black,All-wheel Drive
2024 Chevrolet Silverado 1500 Custom,Chevrolet,Silverado 1500,2024,50565,16V GDI DOHC Turbo,4,Gasoline,0,8-Speed Automatic,Custom,Pickup Truck,4,Black,Jet Black,Four-wheel Drive
2024 Chevrolet Equinox RS,Chevrolet,Equinox,2024,38717,16V GDI DOHC Turbo,4,Gasoline,11,6-Speed Automatic,RS,SUV,4,Radiant Red,Jet Black,All-wheel Drive
2024 Cadillac XT6 Luxury FWD,Cadillac,XT6,2024,50415,16V GDI DOHC Turbo,4,Gasoline,6,9-Speed Automatic,Luxury FWD,SUV,4,Crystal White Tri-Coat,Jet Black,Front-wheel Drive
2024 Ford Transit-250 148 WB Medium Roof Cargo,Ford,Transit-250,2024,50486,24V PDI DOHC Flexible Fuel,6,E85 Flex Fuel,24,10-Speed Automatic with Overdrive,148 WB Medium Roof Cargo,Cargo Van,3,Oxford White,Dark Palazzo,Rear-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,32406,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,11,8-speed automatic,1.5T SE,SUV,4,Deep Black Pearl,Black,Front-wheel Drive
2024 Kia Sportage X-Pro Prestige,Kia,Sportage,2024,40250,16V PDI DOHC,4,Gasoline,1,8-Speed Automatic,X-Pro Prestige,SUV,4,Black,Black,All-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,47340,16V MPFI OHV,8,Gasoline,11,8-Speed Automatic,Pursuit,SUV,4,DB Black Crystal Clearcoat,Black,All-wheel Drive
2024 Subaru Impreza Sport,Subaru,Impreza,2024,29068,16V GDI DOHC,4,Gasoline,5,Automatic CVT,Sport,Hatchback,4,Pure Red,Black,All-wheel Drive
2025 Mazda CX-70 3.3 Turbo S Premium,Mazda,CX-70,2025,54620,o,6,Gasoline,0,8-Speed Automatic,3.3 Turbo S Premium,SUV,4,41w,Red,All-wheel Drive
2024 Chrysler Voyager LX,Chrysler,Voyager,2024,38954,24V MPFI DOHC,6,Gasoline,5,9-Speed Automatic,LX,Passenger Van,4,Bright White Clearcoat,Black,Front-wheel Drive
2024 Nissan Murano SL,Nissan,Murano,2024,46510,24V MPFI DOHC,6,Gasoline,6,Automatic CVT,SL,SUV,4,Scarlet Ember,Graphite,All-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,40933,16V GDI DOHC Turbo Hybrid,4,Hybrid,7,6-Speed Automatic,Limited,SUV,4,Black Pearl,Gray,All-wheel Drive
2024 BMW X3 sDrive30i,BMW,X3,2024,49395,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,5,8-Speed Automatic Sport,sDrive30i,SUV,4,Jet Black,Cognac,Rear-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28265,16V GDI DOHC Turbo,4,Gasoline,7,8-Speed Automatic,Latitude,SUV,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 RAM 2500 Tradesman Regular Cab 4x4 8' Box,RAM,2500,2024,53750,"4L V-8 VVT variable valve control, regular unleaded, engi",8,Gasoline,0,Automatic,Tradesman Regular Cab 4x4 8&#39; Box,Pickup Truck,2,Bright White Clearcoat,Diesel Gray/Black,Four-wheel Drive
2024 Jeep Wagoneer L Series II,Jeep,Wagoneer L,2024,88135,24V GDI DOHC Twin Turbo,6,Gasoline,21,8-Speed Automatic,Series II,SUV,4,Velvet Red Pearlcoat,Black,Four-wheel Drive
2024 Ford Escape ST-Line,Ford,Escape,2024,30798,12V PDI DOHC Turbo,3,Gasoline,8,Automatic,ST-Line,SUV,4,Agate Black Metallic,Red,Front-wheel Drive
2023 Volvo C40 Recharge Pure Electric Twin Ultimate,Volvo,C40 Recharge Pure Electric,2023,62240,c Motor,0,Electric,0,Automatic,Twin Ultimate,SUV,4,Gray,Charcoal,All-wheel Drive
2023 Jeep Compass Trailhawk,Jeep,Compass,2023,38300,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,24,Automatic,Trailhawk,SUV,4,Bright White Clearcoat,Ruby Red/Black,Four-wheel Drive
2024 Volkswagen Taos 1.5T S,Volkswagen,Taos,2024,25311,16V GDI DOHC Turbo,4,Gasoline,5,7-Speed DSGA? Automatic w/ 4MO,1.5T S,SUV,4,Pyrite Silver Metallic,Black,All-wheel Drive
2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,2024,49201,OHV,6,Gasoline,10,8-Speed Automatic,Laredo,SUV,4,Metallic,Global Black,Four-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,29386,16V GDI DOHC Turbo,4,Gasoline,11,7-Speed DSGA? Automatic w/ 4MO,1.5T SE,SUV,4,Pure White,Black,All-wheel Drive
2023 Jeep Wagoneer L Base,Jeep,Wagoneer L,2023,72835,24V GDI DOHC Twin Turbo,6,Gasoline,20,8-Speed Automatic,Base,SUV,4,Diamond Black,Global Black,Four-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,28994,16V GDI DOHC Turbo,4,Gasoline,6,7-Speed DSGA? Automatic w/ 4MO,1.5T SE,SUV,4,Platinum Gray Metallic,Black,All-wheel Drive
2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,2024,49895,"4 gasoline direct injection, DOHC, Multiair variable valv",4,Gasoline,0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,4,Hot Tamale,Black,All-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,36280,16V GDI DOHC Turbo Hybrid,4,Hybrid,241,6-Speed Automatic,SEL Convenience,SUV,4,Shimmering Silver,Gray,All-wheel Drive
2024 Ford Expedition Limited,Ford,Expedition,2024,80374,24V PDI DOHC Twin Turbo,6,Gasoline,13,10-Speed Automatic,Limited,SUV,4,Black,Black Onyx,Four-wheel Drive
